Respondent_ID,Survey_Date,Year,Month_Num,Department,Age_Group,Sex,Question_Domain,Question_Code,Question_Text,Satisfaction_Response
R00074,2023-03-03,2023,3,Delivery Ward,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00074,2023-03-03,2023,3,Delivery Ward,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00074,2023-03-03,2023,3,Delivery Ward,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00074,2023-03-03,2023,3,Delivery Ward,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00074,2023-03-03,2023,3,Delivery Ward,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00075,2023-03-11,2023,3,Outpatient,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00076,2023-03-08,2023,3,Outpatient,60+,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00077,2023-03-11,2023,3,Outpatient,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00078,2023-03-22,2023,3,Outpatient,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00079,2023-04-27,2023,4,Emergency,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00080,2023-04-13,2023,4,Emergency,60+,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00080,2023-04-13,2023,4,Emergency,60+,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00080,2023-04-13,2023,4,Emergency,60+,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00080,2023-04-13,2023,4,Emergency,60+,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00080,2023-04-13,2023,4,Emergency,60+,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00080,2023-04-13,2023,4,Emergency,60+,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00080,2023-04-13,2023,4,Emergency,60+,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00080,2023-04-13,2023,4,Emergency,60+,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00081,2023-04-18,2023,4,Emergency,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00082,2023-04-13,2023,4,Emergency,46-60,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00083,2023-04-22,2023,4,Pharmacy,60+,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00084,2023-04-22,2023,4,Pharmacy,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00085,2023-04-03,2023,4,Pharmacy,46-60,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00086,2023-04-05,2023,4,Pharmacy,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Unsatisfied
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00087,2023-04-17,2023,4,Pharmacy,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00088,2023-04-16,2023,4,Pharmacy,<18,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00089,2023-04-27,2023,4,Laboratory,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00090,2023-04-09,2023,4,Laboratory,31-45,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00091,2023-04-22,2023,4,Laboratory,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00092,2023-04-12,2023,4,Laboratory,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00093,2023-04-27,2023,4,Laboratory,31-45,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Unsatisfied
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Satisfied
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00094,2023-04-16,2023,4,Delivery Ward,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Unsatisfied
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00095,2023-04-27,2023,4,Delivery Ward,18-30,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Neutral
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
R00096,2023-04-15,2023,4,Delivery Ward,46-60,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Unsatisfied
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Satisfied
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00097,2023-04-07,2023,4,Delivery Ward,18-30,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Neutral
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Neutral
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Satisfied
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Unsatisfied
R00098,2023-04-24,2023,4,Outpatient,<18,Male,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Unsatisfied
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Unsatisfied
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Satisfied
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Unsatisfied
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Neutral
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Information,INF1,Were you given clear information about your medication and how to use it?,Neutral
R00099,2023-04-15,2023,4,Outpatient,46-60,Female,Information,INF2,"Did you receive adequate information about follow-up care or referral, if needed?",Satisfied
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Access,ACC1,How would you rate the waiting time you experienced before receiving service?,Neutral
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Access,ACC2,How satisfied are you with the facility's operating hours and appointment availability?,Satisfied
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Communication,COM1,How clearly did the health worker explain your diagnosis and treatment plan?,Satisfied
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Communication,COM2,Were you given enough opportunity to ask questions and raise concerns?,Neutral
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Respect,RES1,How would you rate the courtesy and respect shown to you by staff?,Neutral
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Respect,RES2,Did you feel your privacy and dignity were maintained during your visit?,Unsatisfied
R00100,2023-04-22,2023,4,Outpatient,18-30,Male,Information,INF1,Were you given clear information about your medication and how to use it?,Satisfied
