Year,Month_Num,Month_Name,Department,KPI_Category,Indicator,Unit,Direction,Target,Actual
2025,11,November,Facility-Wide,Data Quality,HMIS_Reporting_Completeness_Pct,%,higher,100.0,96.39
2025,12,December,Facility-Wide,Data Quality,HMIS_Reporting_Completeness_Pct,%,higher,100.0,98.35
2023,1,January,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,90.15
2023,2,February,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.01
2023,3,March,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,91.62
2023,4,April,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,90.78
2023,5,May,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.88
2023,6,June,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.05
2023,7,July,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,92.46
2023,8,August,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,96.7
2023,9,September,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.03
2023,10,October,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.09
2023,11,November,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.68
2023,12,December,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.02
2024,1,January,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,95.31
2024,2,February,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.42
2024,3,March,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.78
2024,4,April,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,97.44
2024,5,May,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,92.75
2024,6,June,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,90.12
2024,7,July,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,98.28
2024,8,August,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,100.0
2024,9,September,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.48
2024,10,October,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,91.53
2024,11,November,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,94.89
2024,12,December,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,95.06
2025,1,January,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,95.36
2025,2,February,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.63
2025,3,March,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,97.13
2025,4,April,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,97.13
2025,5,May,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.21
2025,6,June,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,97.71
2025,7,July,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,100.0
2025,8,August,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,96.89
2025,9,September,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,95.98
2025,10,October,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,96.49
2025,11,November,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,98.12
2025,12,December,Facility-Wide,Data Quality,HMIS_Reporting_Timeliness_Pct,%,higher,100.0,93.54
2023,1,January,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.32
2023,2,February,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.61
2023,3,March,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,4.6
2023,4,April,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,4.31
2023,5,May,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,4.78
2023,6,June,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.39
2023,7,July,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.76
2023,8,August,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.41
2023,9,September,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.44
2023,10,October,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.71
2023,11,November,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,8.12
2023,12,December,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.62
2024,1,January,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.79
2024,2,February,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.94
2024,3,March,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.12
2024,4,April,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,5.67
2024,5,May,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.41
2024,6,June,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.27
2024,7,July,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.52
2024,8,August,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.97
2024,9,September,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.4
2024,10,October,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.78
2024,11,November,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.27
2024,12,December,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.48
2025,1,January,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.08
2025,2,February,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.36
2025,3,March,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.25
2025,4,April,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,6.45
2025,5,May,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,8.8
2025,6,June,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.08
2025,7,July,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,7.6
2025,8,August,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,9.77
2025,9,September,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,10.74
2025,10,October,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,8.48
2025,11,November,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,8.99
2025,12,December,Laboratory,Service Efficiency,Avg_Test_Turnaround_Time_Hours,hours,lower,4.0,9.3
2023,1,January,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,98.23
2023,2,February,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.47
2023,3,March,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.17
2023,4,April,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,97.15
2023,5,May,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.76
2023,6,June,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.91
2023,7,July,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.11
2023,8,August,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,94.83
2023,9,September,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.92
2023,10,October,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.85
2023,11,November,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.3
2023,12,December,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.47
2024,1,January,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.46
2024,2,February,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.96
2024,3,March,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.06
2024,4,April,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.21
2024,5,May,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.87
2024,6,June,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.77
2024,7,July,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.01
2024,8,August,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.0
2024,9,September,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.55
2024,10,October,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,97.69
2024,11,November,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,97.13
2024,12,December,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.9
2025,1,January,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,94.71
2025,2,February,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,94.32
2025,3,March,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.58
2025,4,April,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.61
2025,5,May,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.78
2025,6,June,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,93.51
2025,7,July,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,96.14
2025,8,August,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.63
2025,9,September,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,94.02
2025,10,October,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,94.61
2025,11,November,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.31
2025,12,December,Laboratory,Quality & Safety,Lab_QC_Pass_Rate_Pct,%,higher,98.0,95.05
2023,1,January,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.15
2023,2,February,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.3
2023,3,March,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.28
2023,4,April,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.54
2023,5,May,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.25
2023,6,June,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,1.29
2023,7,July,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.51
2023,8,August,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.77
2023,9,September,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.88
2023,10,October,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.6
2023,11,November,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,1.96
2023,12,December,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.06
2024,1,January,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.82
2024,2,February,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.24
2024,3,March,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.49
2024,4,April,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.95
2024,5,May,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.14
2024,6,June,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,2.7
2024,7,July,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.11
2024,8,August,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.98
2024,9,September,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.68
2024,10,October,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.31
2024,11,November,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.08
2024,12,December,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.77
2025,1,January,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.47
2025,2,February,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.88
2025,3,March,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.13
2025,4,April,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.62
2025,5,May,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.85
2025,6,June,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.53
2025,7,July,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.42
2025,8,August,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,3.39
2025,9,September,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.43
2025,10,October,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.0
2025,11,November,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.73
2025,12,December,Laboratory,Quality & Safety,Sample_Rejection_Rate_Pct,%,lower,2.0,4.58
2023,1,January,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,71.43
2023,2,February,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,67.25
2023,3,March,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,70.51
2023,4,April,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,69.22
2023,5,May,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,69.86
2023,6,June,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,71.26
2023,7,July,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,72.59
2023,8,August,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,70.85
2023,9,September,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,74.31
2023,10,October,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,69.83
2023,11,November,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,72.73
2023,12,December,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,78.8
2024,1,January,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,73.95
2024,2,February,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,76.98
2024,3,March,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,74.4
2024,4,April,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,75.85
2024,5,May,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,74.82
2024,6,June,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,74.94
2024,7,July,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,73.97
2024,8,August,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,77.0
2024,9,September,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,74.56
2024,10,October,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,78.26
2024,11,November,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,79.56
2024,12,December,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,78.35
2025,1,January,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,77.28
2025,2,February,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,79.28
2025,3,March,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,77.98
2025,4,April,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,81.09
2025,5,May,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,75.37
2025,6,June,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,79.03
2025,7,July,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,75.76
2025,8,August,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,77.23
2025,9,September,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,83.89
2025,10,October,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,83.23
2025,11,November,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,80.05
2025,12,December,Outpatient,Maternal & Child Health,ANC4_Coverage_Rate_Pct,%,higher,90.0,78.69
2023,1,January,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,19.78
2023,2,February,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,20.78
2023,3,March,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,22.71
2023,4,April,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,21.58
2023,5,May,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,22.14
2023,6,June,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,23.82
2023,7,July,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,26.57
2023,8,August,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,25.38
2023,9,September,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,31.11
2023,10,October,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,31.74
2023,11,November,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,30.99
2023,12,December,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,30.66
2024,1,January,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,28.86
2024,2,February,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,32.04
2024,3,March,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,25.98
2024,4,April,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,25.38
2024,5,May,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,25.0
2024,6,June,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,25.75
2024,7,July,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,27.06
2024,8,August,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,29.79
2024,9,September,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,33.28
2024,10,October,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,35.04
2024,11,November,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,34.27
2024,12,December,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,31.47
2025,1,January,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,34.48
2025,2,February,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,32.92
2025,3,March,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,29.92
2025,4,April,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,28.62
2025,5,May,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,32.37
2025,6,June,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,32.91
2025,7,July,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,30.67
2025,8,August,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,35.96
2025,9,September,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,38.22
2025,10,October,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,36.07
2025,11,November,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,38.73
2025,12,December,Outpatient,Service Efficiency,Avg_Outpatient_Waiting_Time_Min,minutes,lower,20.0,33.86
2023,1,January,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,73.07
2023,2,February,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,78.23
2023,3,March,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,84.47
2023,4,April,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,80.81
2023,5,May,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,79.14
2023,6,June,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,81.5
2023,7,July,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,77.76
2023,8,August,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,80.61
2023,9,September,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,81.71
2023,10,October,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,81.66
2023,11,November,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,83.72
2023,12,December,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,83.15
2024,1,January,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,84.11
2024,2,February,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,81.71
2024,3,March,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,85.2
2024,4,April,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,86.97
2024,5,May,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,82.09
2024,6,June,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,82.57
2024,7,July,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,87.33
2024,8,August,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,84.59
2024,9,September,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,88.09
2024,10,October,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,84.71
2024,11,November,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,88.82
2024,12,December,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,86.49
2025,1,January,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,87.06
2025,2,February,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,89.99
2025,3,March,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,86.45
2025,4,April,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,85.6
2025,5,May,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,86.9
2025,6,June,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,89.02
2025,7,July,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,85.3
2025,8,August,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,90.02
2025,9,September,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,87.98
2025,10,October,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,91.67
2025,11,November,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,84.9
2025,12,December,Outpatient,Maternal & Child Health,Full_Immunization_Coverage_Pct,%,higher,95.0,88.43
2023,1,January,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,11141.01
2023,2,February,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,10051.81
2023,3,March,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,11089.74
2023,4,April,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,10404.89
2023,5,May,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,10683.18
2023,6,June,Outpatient,Utilization,Total_OPD_Visits,count,higher,13500.0,10897.18
